date,day_of_week,day_of_month,month,day_of_year,is_weekend,is_festival,day_index,orders,revenue
2025-11-17,0,17,11,321,0,0,496,4,5026.67
2025-11-18,1,18,11,322,0,0,497,4,5152.41
2025-11-19,2,19,11,323,0,0,498,3,4556.67
2025-11-20,3,20,11,324,0,0,499,7,5935.11
2025-11-21,4,21,11,325,0,0,500,5,5753.32
2025-11-22,5,22,11,326,1,0,501,4,6508.36
2025-11-23,6,23,11,327,1,0,502,4,6260.04
2025-11-24,0,24,11,328,0,0,503,6,6096.9
2025-11-25,1,25,11,329,0,0,504,3,5407.31
2025-11-26,2,26,11,330,0,0,505,4,5496.85
2025-11-27,3,27,11,331,0,0,506,3,3971.17
2025-11-28,4,28,11,332,0,0,507,3,4648.14
2025-11-29,5,29,11,333,1,0,508,5,6699.82
2025-11-30,6,30,11,334,1,0,509,5,6868.53
2025-12-01,0,1,12,335,0,0,510,5,4159.92
2025-12-02,1,2,12,336,0,0,511,3,4630.64
2025-12-03,2,3,12,337,0,0,512,4,4981.83
2025-12-04,3,4,12,338,0,0,513,5,5920.38
2025-12-05,4,5,12,339,0,0,514,4,5475.79
2025-12-06,5,6,12,340,1,0,515,6,7179.72
2025-12-07,6,7,12,341,1,0,516,4,5678.34
2025-12-08,0,8,12,342,0,0,517,8,5837.73
2025-12-09,1,9,12,343,0,0,518,4,4614.2
2025-12-10,2,10,12,344,0,0,519,6,4961.7
2025-12-11,3,11,12,345,0,0,520,4,4563.91
2025-12-12,4,12,12,346,0,0,521,3,4549.81
2025-12-13,5,13,12,347,1,0,522,6,7145.81
2025-12-14,6,14,12,348,1,0,523,5,6418.03
2025-12-15,0,15,12,349,0,0,524,4,5354.73
2025-12-16,1,16,12,350,0,0,525,3,5875.27
2025-12-17,2,17,12,351,0,0,526,4,5814.26
2025-12-18,3,18,12,352,0,0,527,5,5986.47
2025-12-19,4,19,12,353,0,0,528,3,5298.8
2025-12-20,5,20,12,354,1,0,529,7,7932.93
2025-12-21,6,21,12,355,1,0,530,4,6960.82
2025-12-22,0,22,12,356,0,0,531,3,5842.83
2025-12-23,1,23,12,357,0,0,532,3,4765.25
2025-12-24,2,24,12,358,0,0,533,3,5269.63
2025-12-25,3,25,12,359,0,1,534,6,9781.3
2025-12-26,4,26,12,360,0,0,535,3,5888.19
2025-12-27,5,27,12,361,1,0,536,7,7237.71
2025-12-28,6,28,12,362,1,0,537,6,7479.24
2025-12-29,0,29,12,363,0,0,538,6,5056.65
2025-12-30,1,30,12,364,0,0,539,4,5299.24
2025-12-31,2,31,12,365,0,1,540,10,13992.41
2026-01-01,3,1,1,1,0,0,541,4,5664.52
2026-01-02,4,2,1,2,0,0,542,4,5499.63
2026-01-03,5,3,1,3,1,0,543,5,8081.43
2026-01-04,6,4,1,4,1,0,544,5,7093.19
2026-01-05,0,5,1,5,0,0,545,2,4907.87
2026-01-06,1,6,1,6,0,0,546,5,5895.33
2026-01-07,2,7,1,7,0,0,547,2,6242.93
2026-01-08,3,8,1,8,0,0,548,3,5619.06
2026-01-09,4,9,1,9,0,0,549,4,5860.75
2026-01-10,5,10,1,10,1,0,550,6,8286.56
2026-01-11,6,11,1,11,1,0,551,4,6359.22
2026-01-12,0,12,1,12,0,0,552,4,5833.38
2026-01-13,1,13,1,13,0,0,553,2,5025.43
2026-01-14,2,14,1,14,0,1,554,8,12974.92
2026-01-15,3,15,1,15,0,1,555,8,10781.1
2026-01-16,4,16,1,16,0,0,556,3,5611.07
2026-01-17,5,17,1,17,1,0,557,6,7425.05
2026-01-18,6,18,1,18,1,0,558,6,7433.38
2026-01-19,0,19,1,19,0,0,559,4,5724.18
2026-01-20,1,20,1,20,0,0,560,6,6491.64
2026-01-21,2,21,1,21,0,0,561,6,6755.42
2026-01-22,3,22,1,22,0,0,562,4,6144.5
2026-01-23,4,23,1,23,0,0,563,3,5784.75
2026-01-24,5,24,1,24,1,0,564,7,8150.66
2026-01-25,6,25,1,25,1,0,565,6,7576.55
2026-01-26,0,26,1,26,0,0,566,4,5656.88
2026-01-27,1,27,1,27,0,0,567,4,5750.04
2026-01-28,2,28,1,28,0,0,568,5,5685.79
2026-01-29,3,29,1,29,0,0,569,4,6057.64
2026-01-30,4,30,1,30,0,0,570,4,6293.24
2026-01-31,5,31,1,31,1,0,571,6,9236.15
2026-02-01,6,1,2,32,1,0,572,5,8166.84
2026-02-02,0,2,2,33,0,0,573,3,5966.14
2026-02-03,1,3,2,34,0,0,574,6,6658.58
2026-02-04,2,4,2,35,0,0,575,5,6698.75
2026-02-05,3,5,2,36,0,0,576,3,5679.13
2026-02-06,4,6,2,37,0,0,577,7,7197.43
2026-02-07,5,7,2,38,1,0,578,6,8550.95
2026-02-08,6,8,2,39,1,0,579,7,9626.5
2026-02-09,0,9,2,40,0,0,580,6,6430.99
2026-02-10,1,10,2,41,0,0,581,5,5774.72
2026-02-11,2,11,2,42,0,0,582,5,6645.06
2026-02-12,3,12,2,43,0,0,583,4,5701.7
2026-02-13,4,13,2,44,0,0,584,3,6528.44
2026-02-14,5,14,2,45,1,0,585,7,8696.63
2026-02-15,6,15,2,46,1,0,586,6,9450.68
2026-02-16,0,16,2,47,0,0,587,7,7226.94
2026-02-17,1,17,2,48,0,0,588,4,6662.33
2026-02-18,2,18,2,49,0,0,589,5,6202.75
2026-02-19,3,19,2,50,0,0,590,5,6600.12
2026-02-20,4,20,2,51,0,0,591,5,6620.32
2026-02-21,5,21,2,52,1,0,592,6,8941.18
2026-02-22,6,22,2,53,1,0,593,6,8432.11
2026-02-23,0,23,2,54,0,0,594,7,7718.83
2026-02-24,1,24,2,55,0,0,595,6,6849.56
2026-02-25,2,25,2,56,0,0,596,5,7020.3
2026-02-26,3,26,2,57,0,0,597,4,5532.42
2026-02-27,4,27,2,58,0,0,598,4,6305.98
2026-02-28,5,28,2,59,1,0,599,6,7512.22
2026-03-01,6,1,3,60,1,0,600,6,9125.44
2026-03-02,0,2,3,61,0,0,601,6,6068.92
2026-03-03,1,3,3,62,0,0,602,5,5992.27
2026-03-04,2,4,3,63,0,0,603,5,6454.47
2026-03-05,3,5,3,64,0,0,604,5,6025.49
2026-03-06,4,6,3,65,0,0,605,5,6711.05
2026-03-07,5,7,3,66,1,0,606,7,8993.45
2026-03-08,6,8,3,67,1,1,607,21,23967.73
2026-03-09,0,9,3,68,0,0,608,2,6204.85
2026-03-10,1,10,3,69,0,0,609,5,7032.99
2026-03-11,2,11,3,70,0,0,610,6,7351.88
2026-03-12,3,12,3,71,0,0,611,6,6694.33
2026-03-13,4,13,3,72,0,0,612,4,7509.26
2026-03-14,5,14,3,73,1,0,613,6,8271.65
2026-03-15,6,15,3,74,1,0,614,7,9106.7
2026-03-16,0,16,3,75,0,0,615,6,6978.05
2026-03-17,1,17,3,76,0,0,616,6,7848.53
2026-03-18,2,18,3,77,0,0,617,4,6131.11
2026-03-19,3,19,3,78,0,0,618,6,6658.8
2026-03-20,4,20,3,79,0,0,619,7,6976.79
2026-03-21,5,21,3,80,1,0,620,7,8656.62
2026-03-22,6,22,3,81,1,0,621,8,11222.86
2026-03-23,0,23,3,82,0,0,622,4,6832.52
2026-03-24,1,24,3,83,0,0,623,4,6795.82
2026-03-25,2,25,3,84,0,0,624,6,7452.12
2026-03-26,3,26,3,85,0,0,625,5,6119.65
2026-03-27,4,27,3,86,0,0,626,6,6877.49
2026-03-28,5,28,3,87,1,0,627,6,8079.59
2026-03-29,6,29,3,88,1,0,628,7,9839.34
2026-03-30,0,30,3,89,0,0,629,4,5917.12
2026-03-31,1,31,3,90,0,0,630,7,7605.13
2026-04-01,2,1,4,91,0,0,631,4,6486.6
2026-04-02,3,2,4,92,0,0,632,4,6487.97
2026-04-03,4,3,4,93,0,0,633,5,7086.29
2026-04-04,5,4,4,94,1,0,634,7,8471.41
2026-04-05,6,5,4,95,1,0,635,7,9293.72
2026-04-06,0,6,4,96,0,0,636,2,5619.76
2026-04-07,1,7,4,97,0,0,637,4,5816.74
2026-04-08,2,8,4,98,0,0,638,3,7186.76
2026-04-09,3,9,4,99,0,0,639,6,7879.27
2026-04-10,4,10,4,100,0,0,640,5,7722.67
2026-04-11,5,11,4,101,1,0,641,7,9641.08
2026-04-12,6,12,4,102,1,0,642,7,9930.23
2026-04-13,0,13,4,103,0,0,643,6,7122.02
2026-04-14,1,14,4,104,0,1,644,11,13986.77
2026-04-15,2,15,4,105,0,0,645,5,5516.6
2026-04-16,3,16,4,106,0,0,646,5,8129.34
2026-04-17,4,17,4,107,0,0,647,6,6737.46
2026-04-18,5,18,4,108,1,0,648,7,9207.21
2026-04-19,6,19,4,109,1,0,649,6,8818.12
2026-04-20,0,20,4,110,0,0,650,5,6737.49
2026-04-21,1,21,4,111,0,0,651,4,5992.07
2026-04-22,2,22,4,112,0,0,652,5,7858.52
2026-04-23,3,23,4,113,0,0,653,4,5950.72
2026-04-24,4,24,4,114,0,0,654,3,6303.47
2026-04-25,5,25,4,115,1,0,655,6,9288.6
2026-04-26,6,26,4,116,1,0,656,7,8585.22
2026-04-27,0,27,4,117,0,0,657,3,5740.58
2026-04-28,1,28,4,118,0,0,658,3,7231.4
2026-04-29,2,29,4,119,0,0,659,3,6111.67
2026-04-30,3,30,4,120,0,0,660,5,6440.29
2026-05-01,4,1,5,121,0,0,661,8,6841.31
2026-05-02,5,2,5,122,1,0,662,7,10119.44
2026-05-03,6,3,5,123,1,0,663,9,8029.38
2026-05-04,0,4,5,124,0,0,664,6,7469.13
2026-05-05,1,5,5,125,0,0,665,5,6797.21
2026-05-06,2,6,5,126,0,0,666,4,5742.34
2026-05-07,3,7,5,127,0,0,667,4,6783.99
2026-05-08,4,8,5,128,0,0,668,6,6367.87
2026-05-09,5,9,5,129,1,0,669,9,8964.31
2026-05-10,6,10,5,130,1,0,670,5,7490.92
2026-05-11,0,11,5,131,0,0,671,3,5673.39
2026-05-12,1,12,5,132,0,0,672,5,6149.99
2026-05-13,2,13,5,133,0,0,673,4,6877.28
2026-05-14,3,14,5,134,0,0,674,5,5200.8
2026-05-15,4,15,5,135,0,0,675,4,6493.32
2026-05-16,5,16,5,136,1,0,676,7,9261.67
2026-05-17,6,17,5,137,1,0,677,7,8713.04
2026-05-18,0,18,5,138,0,0,678,5,5892.07
2026-05-19,1,19,5,139,0,0,679,4,5990.21
2026-05-20,2,20,5,140,0,0,680,7,7076.41
2026-05-21,3,21,5,141,0,0,681,7,7689.32
2026-05-22,4,22,5,142,0,0,682,3,6413.48
2026-05-23,5,23,5,143,1,0,683,9,10191.94
2026-05-24,6,24,5,144,1,0,684,7,8324.56
2026-05-25,0,25,5,145,0,0,685,6,6382.14
2026-05-26,1,26,5,146,0,0,686,7,6252.72
2026-05-27,2,27,5,147,0,0,687,7,7100.12
2026-05-28,3,28,5,148,0,0,688,5,6268.15
2026-05-29,4,29,5,149,0,0,689,5,5927.04
2026-05-30,5,30,5,150,1,0,690,10,9642.23
2026-05-31,6,31,5,151,1,0,691,8,9258.99
2026-06-01,0,1,6,152,0,0,692,5,6225.25
2026-06-02,1,2,6,153,0,0,693,5,6274.63
2026-06-03,2,3,6,154,0,0,694,5,6625.48
2026-06-04,3,4,6,155,0,0,695,5,6542.05
2026-06-05,4,5,6,156,0,0,696,6,6243.83
2026-06-06,5,6,6,157,1,0,697,7,8900.49
2026-06-07,6,7,6,158,1,0,698,6,7459.53
2026-06-08,0,8,6,159,0,0,699,5,6799.45
2026-06-09,1,9,6,160,0,0,700,4,7789.53
2026-06-10,2,10,6,161,0,0,701,6,6938.8
2026-06-11,3,11,6,162,0,0,702,5,6770.38
2026-06-12,4,12,6,163,0,0,703,6,6763.89
2026-06-13,5,13,6,164,1,0,704,6,8011.65
2026-06-14,6,14,6,165,1,0,705,5,8464.6
2026-06-15,0,15,6,166,0,0,706,5,6832.38
2026-06-16,1,16,6,167,0,0,707,4,5409.98
2026-06-17,2,17,6,168,0,0,708,5,5843.54
2026-06-18,3,18,6,169,0,0,709,6,6435.77
2026-06-19,4,19,6,170,0,0,710,5,5904.65
2026-06-20,5,20,6,171,1,0,711,9,10944.24
2026-06-21,6,21,6,172,1,0,712,8,9239.97
2026-06-22,0,22,6,173,0,0,713,5,5394.59
2026-06-23,1,23,6,174,0,0,714,5,6468.67
2026-06-24,2,24,6,175,0,0,715,5,5709.94
2026-06-25,3,25,6,176,0,0,716,6,5643.13
2026-06-26,4,26,6,177,0,0,717,4,6309.45
2026-06-27,5,27,6,178,1,0,718,6,7972.36
2026-06-28,6,28,6,179,1,0,719,7,10410.29
2026-06-29,0,29,6,180,0,0,720,4,6127.7
2026-06-30,1,30,6,181,0,0,721,4,6495.75
2026-07-01,2,1,7,182,0,0,722,4,5470.71
2026-07-02,3,2,7,183,0,0,723,4,5976.58
2026-07-03,4,3,7,184,0,0,724,6,5816.83
2026-07-04,5,4,7,185,1,0,725,5,8017.63
2026-07-05,6,5,7,186,1,0,726,6,7883.03
2026-07-06,0,6,7,187,0,0,727,6,5292.89
2026-07-07,1,7,7,188,0,0,728,6,6625.21
2026-07-08,2,8,7,189,0,0,729,3,6321.92
