prod_category,prod_subcategory,prod_price,month,week_of_year,is_festival_week,units_sold_last_week,avg_sales_4wk,current_stock,units_sold_next_week
Kids,Frock,299.0,11,47,0,5.23,10.46,12,6.56
Kids,Frock,299.0,11,48,0,6.56,8.51,11,7.24
Kids,Frock,299.0,12,49,0,7.24,7.81,13,7.14
Kids,Frock,299.0,12,50,0,7.14,6.54,5,7.4
Kids,Frock,299.0,12,51,0,7.4,7.08,12,7.48
Kids,Frock,299.0,12,52,1,7.48,7.31,7,14.56
Kids,Frock,299.0,1,1,0,14.56,9.14,18,8.64
Kids,Frock,299.0,1,2,1,8.64,9.52,16,12.47
Kids,Frock,299.0,1,3,1,12.47,10.79,10,19.77
Kids,Frock,299.0,1,4,0,19.77,13.86,19,8.47
Kids,Frock,299.0,1,5,0,8.47,12.34,21,6.78
Kids,Frock,299.0,2,6,0,6.78,11.87,11,10.29
Kids,Frock,299.0,2,7,0,10.29,11.33,15,8.48
Kids,Frock,299.0,2,8,0,8.48,8.5,15,8.18
Kids,Frock,299.0,2,9,0,8.18,8.43,7,7.25
Kids,Frock,299.0,3,10,1,7.25,8.55,5,16.46
Kids,Frock,299.0,3,11,0,16.46,10.09,7,10.31
Kids,Frock,299.0,3,12,0,10.31,10.55,16,8.0
Kids,Frock,299.0,3,13,0,8.0,10.5,16,10.43
Kids,Frock,299.0,4,14,0,10.43,11.3,12,8.74
Kids,Frock,299.0,4,15,1,8.74,9.37,18,12.54
Kids,Frock,299.0,4,16,0,12.54,9.93,10,7.82
Kids,Frock,299.0,4,17,0,7.82,9.88,15,8.35
Kids,Frock,299.0,4,18,0,8.35,9.36,17,9.67
Kids,Frock,299.0,5,19,0,9.67,9.59,9,9.23
Kids,Frock,299.0,5,20,0,9.23,8.77,16,10.98
Kids,Frock,299.0,5,21,0,10.98,9.55,10,8.3
Kids,Frock,299.0,5,22,0,8.3,9.54,10,9.72
Kids,Frock,299.0,6,23,0,9.72,9.56,12,8.22
Kids,Frock,299.0,6,24,0,8.22,9.3,10,7.25
Kids,Frock,299.0,6,25,0,7.25,8.37,16,6.66
Kids,Frock,299.0,6,26,0,6.66,7.96,12,7.52
Kids,Frock,299.0,7,27,0,7.52,7.41,8,7.66
Men,Shirt,2999.0,7,28,0,3.6,3.6,4,4.15
Men,Shirt,2999.0,7,29,0,4.15,3.74,7,4.21
Men,Shirt,2999.0,7,30,0,4.21,3.89,6,4.11
Men,Shirt,2999.0,8,31,0,4.11,4.02,2,2.9
Men,Shirt,2999.0,8,32,0,2.9,3.84,3,2.74
Men,Shirt,2999.0,8,33,1,2.74,3.49,6,5.63
Men,Shirt,2999.0,8,34,0,5.63,3.84,3,2.96
Men,Shirt,2999.0,8,35,0,2.96,3.56,5,2.27
Men,Shirt,2999.0,9,36,1,2.27,3.4,5,5.07
Men,Shirt,2999.0,9,37,0,5.07,3.98,7,3.45
Men,Shirt,2999.0,9,38,0,3.45,3.44,3,3.01
Men,Shirt,2999.0,9,39,0,3.01,3.45,2,2.65
Men,Shirt,2999.0,10,40,0,2.65,3.54,6,2.23
Men,Shirt,2999.0,10,41,1,2.23,2.83,2,6.0
Men,Shirt,2999.0,10,42,0,6.0,3.47,5,2.93
Men,Shirt,2999.0,10,43,1,2.93,3.45,6,5.06
Men,Shirt,2999.0,10,44,1,5.06,4.06,8,6.58
Men,Shirt,2999.0,11,45,1,6.58,5.14,6,5.62
Men,Shirt,2999.0,11,46,0,5.62,5.05,3,3.16
Men,Shirt,2999.0,11,47,0,3.16,5.1,5,3.91
Men,Shirt,2999.0,11,48,0,3.91,4.82,4,3.53
Men,Shirt,2999.0,12,49,0,3.53,4.05,6,2.67
Men,Shirt,2999.0,12,50,0,2.67,3.32,2,3.7
Men,Shirt,2999.0,12,51,1,3.7,3.45,6,6.26
Men,Shirt,2999.0,12,52,1,6.26,4.04,2,7.61
Men,Shirt,2999.0,1,1,0,7.61,5.06,4,4.12
Men,Shirt,2999.0,1,2,1,4.12,5.42,5,7.59
Men,Shirt,2999.0,1,3,0,7.59,6.39,5,3.11
Men,Shirt,2999.0,1,4,0,3.11,5.61,4,2.78
Men,Shirt,2999.0,1,5,0,2.78,4.4,6,4.62
Men,Shirt,2999.0,2,6,0,4.62,4.53,3,4.91
Men,Shirt,2999.0,2,7,0,4.91,3.86,6,3.66
Men,Shirt,2999.0,2,8,0,3.66,3.99,3,2.9
Men,Shirt,2999.0,2,9,0,2.9,4.02,2,3.34
Men,Shirt,2999.0,3,10,1,3.34,3.7,6,7.92
Men,Shirt,2999.0,3,11,0,7.92,4.46,9,4.86
Men,Shirt,2999.0,3,12,0,4.86,4.76,4,3.01
Men,Shirt,2999.0,3,13,0,3.01,4.78,9,5.14
Men,Shirt,2999.0,4,14,0,5.14,5.23,6,5.05
Men,Shirt,2999.0,4,15,1,5.05,4.51,8,10.24
Men,Shirt,2999.0,4,16,0,10.24,5.86,8,3.65
Men,Shirt,2999.0,4,17,0,3.65,6.02,7,4.9
Men,Shirt,2999.0,5,18,0,4.9,5.96,6,4.25
Men,Shirt,2999.0,5,19,0,4.25,5.76,6,3.52
Men,Shirt,2999.0,5,20,0,3.52,4.08,5,4.21
Men,Shirt,2999.0,5,21,0,4.21,4.22,3,4.06
Men,Shirt,2999.0,5,22,0,4.06,4.01,3,3.17
Men,Shirt,2999.0,6,23,0,3.17,3.74,2,4.26
Men,Shirt,2999.0,6,24,0,4.26,3.93,4,3.81
Men,Shirt,2999.0,6,25,0,3.81,3.83,3,3.54
Men,Shirt,2999.0,6,26,0,3.54,3.7,7,3.44
Men,Shirt,2999.0,7,27,0,3.44,3.76,5,3.75
Men,Shirt,2999.0,7,28,0,3.75,3.63,3,3.24
Men,Shirt,2999.0,7,29,0,3.24,3.49,6,2.46
Men,Shirt,2999.0,7,30,0,2.46,3.22,2,2.78
Men,Shirt,2999.0,7,31,0,2.78,3.06,5,3.23
Men,Shirt,2999.0,8,32,0,3.23,2.93,4,2.92
Men,Shirt,2999.0,8,33,1,2.92,2.85,5,5.85
Men,Shirt,2999.0,8,34,0,5.85,3.69,6,2.61
Men,Shirt,2999.0,8,35,0,2.61,3.65,3,2.57
Men,Shirt,2999.0,9,36,1,2.57,3.49,6,6.34
Men,Shirt,2999.0,9,37,0,6.34,4.34,3,2.98
Men,Shirt,2999.0,9,38,0,2.98,3.62,7,2.53
Men,Shirt,2999.0,9,39,0,2.53,3.6,7,2.7
Men,Shirt,2999.0,10,40,0,2.7,3.64,6,3.2
Men,Shirt,2999.0,10,41,1,3.2,2.85,2,4.78
Men,Shirt,2999.0,10,42,0,4.78,3.3,6,3.29
Men,Shirt,2999.0,10,43,1,3.29,3.49,2,5.69
Men,Shirt,2999.0,10,44,1,5.69,4.24,7,5.57
Men,Shirt,2999.0,11,45,1,5.57,4.83,7,4.84
Men,Shirt,2999.0,11,46,0,4.84,4.85,3,4.25
Men,Shirt,2999.0,11,47,0,4.25,5.09,6,3.31
Men,Shirt,2999.0,11,48,0,3.31,4.49,6,2.3
Men,Shirt,2999.0,12,49,0,2.3,3.68,5,3.36
Men,Shirt,2999.0,12,50,0,3.36,3.31,4,3.92
Men,Shirt,2999.0,12,51,0,3.92,3.22,4,3.57
Men,Shirt,2999.0,12,52,1,3.57,3.29,3,7.86
Men,Shirt,2999.0,1,1,0,7.86,4.68,2,3.3
Men,Shirt,2999.0,1,2,1,3.3,4.66,3,6.62
Men,Shirt,2999.0,1,3,1,6.62,5.34,5,7.2
Men,Shirt,2999.0,1,4,0,7.2,6.24,5,3.87
Men,Shirt,2999.0,1,5,0,3.87,5.25,7,3.61
Men,Shirt,2999.0,2,6,0,3.61,5.33,7,3.89
Men,Shirt,2999.0,2,7,0,3.89,4.64,3,3.41
Men,Shirt,2999.0,2,8,0,3.41,3.7,3,3.15
Men,Shirt,2999.0,2,9,0,3.15,3.52,5,3.68
Men,Shirt,2999.0,3,10,1,3.68,3.53,3,10.75
Men,Shirt,2999.0,3,11,0,10.75,5.25,5,5.05
Men,Shirt,2999.0,3,12,0,5.05,5.66,7,4.43
Men,Shirt,2999.0,3,13,0,4.43,5.98,6,3.38
Men,Shirt,2999.0,4,14,0,3.38,5.9,12,4.23
Men,Shirt,2999.0,4,15,1,4.23,4.27,3,8.75
Men,Shirt,2999.0,4,16,0,8.75,5.2,9,3.9
Men,Shirt,2999.0,4,17,0,3.9,5.07,3,5.09
Men,Shirt,2999.0,4,18,0,5.09,5.49,11,3.28
Men,Shirt,2999.0,5,19,0,3.28,5.26,10,3.47
Men,Shirt,2999.0,5,20,0,3.47,3.94,5,4.44
Men,Shirt,2999.0,5,21,0,4.44,4.07,3,3.36
Men,Shirt,2999.0,5,22,0,3.36,3.64,3,3.37
Men,Shirt,2999.0,6,23,0,3.37,3.66,3,3.85
Men,Shirt,2999.0,6,24,0,3.85,3.75,4,2.64
Men,Shirt,2999.0,6,25,0,2.64,3.3,2,3.84
Men,Shirt,2999.0,6,26,0,3.84,3.42,6,3.4
Men,Shirt,2999.0,7,27,0,3.4,3.43,3,3.48
Kids,Ethnic,1999.0,7,28,0,4.8,4.8,6,4.12
Kids,Ethnic,1999.0,7,29,0,4.12,4.63,4,5.36
Kids,Ethnic,1999.0,7,30,0,5.36,4.77,4,4.96
Kids,Ethnic,1999.0,8,31,0,4.96,4.81,4,4.61
Kids,Ethnic,1999.0,8,32,0,4.61,4.76,7,3.57
Kids,Ethnic,1999.0,8,33,1,3.57,4.63,3,8.99
Kids,Ethnic,1999.0,8,34,0,8.99,5.53,4,4.21
Kids,Ethnic,1999.0,8,35,0,4.21,5.34,8,5.39
Kids,Ethnic,1999.0,9,36,1,5.39,5.54,6,6.13
Kids,Ethnic,1999.0,9,37,0,6.13,6.18,8,3.72
Kids,Ethnic,1999.0,9,38,0,3.72,4.86,8,3.44
Kids,Ethnic,1999.0,9,39,0,3.44,4.67,5,4.01
Kids,Ethnic,1999.0,10,40,0,4.01,4.33,7,2.94
Kids,Ethnic,1999.0,10,41,1,2.94,3.53,6,8.49
Kids,Ethnic,1999.0,10,42,0,8.49,4.72,4,2.97
Kids,Ethnic,1999.0,10,43,1,2.97,4.6,5,8.22
Kids,Ethnic,1999.0,10,44,1,8.22,5.66,9,7.46
Kids,Ethnic,1999.0,11,45,1,7.46,6.78,12,6.98
Kids,Ethnic,1999.0,11,46,0,6.98,6.41,11,3.41
Kids,Ethnic,1999.0,11,47,0,3.41,6.52,12,3.75
Kids,Ethnic,1999.0,11,48,0,3.75,5.4,8,4.05
Kids,Ethnic,1999.0,12,49,0,4.05,4.55,8,4.35
Kids,Ethnic,1999.0,12,50,0,4.35,3.89,5,4.54
Kids,Ethnic,1999.0,12,51,1,4.54,4.17,4,8.88
Kids,Ethnic,1999.0,12,52,1,8.88,5.46,8,8.83
Kids,Ethnic,1999.0,1,1,0,8.83,6.65,8,5.96
Kids,Ethnic,1999.0,1,2,1,5.96,7.05,11,10.8
Kids,Ethnic,1999.0,1,3,0,10.8,8.62,17,3.97
Kids,Ethnic,1999.0,1,4,0,3.97,7.39,15,4.69
Kids,Ethnic,1999.0,1,5,0,4.69,6.36,9,5.14
Kids,Ethnic,1999.0,2,6,0,5.14,6.15,11,4.67
Kids,Ethnic,1999.0,2,7,0,4.67,4.62,8,5.15
Kids,Ethnic,1999.0,2,8,0,5.15,4.91,3,4.4
Kids,Ethnic,1999.0,2,9,0,4.4,4.84,7,5.61
Kids,Ethnic,1999.0,3,10,1,5.61,4.96,5,14.62
Kids,Ethnic,1999.0,3,11,0,14.62,7.45,8,5.76
Kids,Ethnic,1999.0,3,12,0,5.76,7.6,9,5.79
Kids,Ethnic,1999.0,3,13,0,5.79,7.95,15,5.53
Kids,Ethnic,1999.0,4,14,0,5.53,7.93,7,4.73
Kids,Ethnic,1999.0,4,15,1,4.73,5.45,10,14.38
Kids,Ethnic,1999.0,4,16,0,14.38,7.61,10,5.87
Kids,Ethnic,1999.0,4,17,0,5.87,7.63,6,6.09
Kids,Ethnic,1999.0,5,18,0,6.09,7.77,7,5.26
Kids,Ethnic,1999.0,5,19,0,5.26,7.9,6,6.0
Kids,Ethnic,1999.0,5,20,0,6.0,5.8,11,6.87
Kids,Ethnic,1999.0,5,21,0,6.87,6.05,5,6.42
Kids,Ethnic,1999.0,5,22,0,6.42,6.14,4,2.69
Kids,Ethnic,1999.0,6,23,0,2.69,5.49,6,6.13
Kids,Ethnic,1999.0,6,24,0,6.13,5.53,5,4.34
Kids,Ethnic,1999.0,6,25,0,4.34,4.9,5,4.29
Kids,Ethnic,1999.0,6,26,0,4.29,4.36,9,3.9
Kids,Ethnic,1999.0,7,27,0,3.9,4.67,9,4.03
Kids,Ethnic,1999.0,7,28,0,4.03,4.14,8,4.89
Kids,Ethnic,1999.0,7,29,0,4.89,4.28,4,4.58
Kids,Ethnic,1999.0,7,30,0,4.58,4.35,6,4.81
Kids,Ethnic,1999.0,7,31,0,4.81,4.58,4,4.29
Kids,Ethnic,1999.0,8,32,0,4.29,4.64,5,3.6
Kids,Ethnic,1999.0,8,33,1,3.6,4.32,4,9.1
Kids,Ethnic,1999.0,8,34,0,9.1,5.45,3,3.85
Kids,Ethnic,1999.0,8,35,0,3.85,5.21,3,4.4
Kids,Ethnic,1999.0,9,36,1,4.4,5.24,4,8.09
Kids,Ethnic,1999.0,9,37,0,8.09,6.36,4,3.91
Kids,Ethnic,1999.0,9,38,0,3.91,5.06,5,4.96
Kids,Ethnic,1999.0,9,39,0,4.96,5.34,5,2.79
Kids,Ethnic,1999.0,10,40,0,2.79,4.93,9,2.82
Kids,Ethnic,1999.0,10,41,1,2.82,3.62,2,6.87
Kids,Ethnic,1999.0,10,42,0,6.87,4.36,8,4.27
Kids,Ethnic,1999.0,10,43,1,4.27,4.19,3,7.13
Kids,Ethnic,1999.0,10,44,1,7.13,5.27,5,7.52
Kids,Ethnic,1999.0,11,45,1,7.52,6.45,5,5.96
Kids,Ethnic,1999.0,11,46,0,5.96,6.22,11,4.49
Kids,Ethnic,1999.0,11,47,0,4.49,6.28,7,3.13
Kids,Ethnic,1999.0,11,48,0,3.13,5.28,8,3.98
Kids,Ethnic,1999.0,12,49,0,3.98,4.39,7,2.98
Kids,Ethnic,1999.0,12,50,0,2.98,3.65,4,5.06
Kids,Ethnic,1999.0,12,51,0,5.06,3.79,6,3.39
Kids,Ethnic,1999.0,12,52,1,3.39,3.85,4,8.68
Kids,Ethnic,1999.0,1,1,0,8.68,5.03,9,4.31
Kids,Ethnic,1999.0,1,2,1,4.31,5.36,4,10.58
Kids,Ethnic,1999.0,1,3,1,10.58,6.74,8,10.21
Kids,Ethnic,1999.0,1,4,0,10.21,8.44,15,6.56
Kids,Ethnic,1999.0,1,5,0,6.56,7.91,14,4.11
Kids,Ethnic,1999.0,2,6,0,4.11,7.86,15,6.29
Kids,Ethnic,1999.0,2,7,0,6.29,6.79,7,6.58
Kids,Ethnic,1999.0,2,8,0,6.58,5.88,6,6.99
Kids,Ethnic,1999.0,2,9,0,6.99,5.99,4,5.54
Kids,Ethnic,1999.0,3,10,1,5.54,6.35,8,9.1
Kids,Ethnic,1999.0,3,11,0,9.1,7.05,13,6.02
Kids,Ethnic,1999.0,3,12,0,6.02,6.91,8,4.34
Kids,Ethnic,1999.0,3,13,0,4.34,6.25,7,6.64
Kids,Ethnic,1999.0,4,14,0,6.64,6.52,7,5.61
Kids,Ethnic,1999.0,4,15,1,5.61,5.65,11,11.94
Kids,Ethnic,1999.0,4,16,0,11.94,7.13,11,7.24
Kids,Ethnic,1999.0,4,17,0,7.24,7.86,13,5.75
Kids,Ethnic,1999.0,4,18,0,5.75,7.63,9,4.55
Kids,Ethnic,1999.0,5,19,0,4.55,7.37,11,5.44
Kids,Ethnic,1999.0,5,20,0,5.44,5.75,3,4.95
Kids,Ethnic,1999.0,5,21,0,4.95,5.17,10,5.57
Kids,Ethnic,1999.0,5,22,0,5.57,5.13,8,4.96
Kids,Ethnic,1999.0,6,23,0,4.96,5.23,6,4.61
Kids,Ethnic,1999.0,6,24,0,4.61,5.02,7,5.03
Kids,Ethnic,1999.0,6,25,0,5.03,5.04,6,4.02
Kids,Ethnic,1999.0,6,26,0,4.02,4.66,7,4.74
Kids,Ethnic,1999.0,7,27,0,4.74,4.6,3,5.1
Women,Salwar,4999.0,7,28,0,4.86,4.86,4,5.71
Women,Salwar,4999.0,7,29,0,5.71,5.07,7,4.12
Women,Salwar,4999.0,7,30,0,4.12,4.89,3,5.82
Women,Salwar,4999.0,8,31,0,5.82,5.13,10,4.53
Women,Salwar,4999.0,8,32,0,4.53,5.05,4,4.0
Women,Salwar,4999.0,8,33,1,4.0,4.62,3,7.98
Women,Salwar,4999.0,8,34,0,7.98,5.58,11,2.59
Women,Salwar,4999.0,8,35,0,2.59,4.77,5,3.97
Women,Salwar,4999.0,9,36,1,3.97,4.63,4,7.33
Women,Salwar,4999.0,9,37,0,7.33,5.47,7,3.48
Women,Salwar,4999.0,9,38,0,3.48,4.34,7,3.99
Women,Salwar,4999.0,9,39,0,3.99,4.69,8,2.8
Women,Salwar,4999.0,10,40,0,2.8,4.4,3,3.35
Women,Salwar,4999.0,10,41,1,3.35,3.4,4,8.58
Women,Salwar,4999.0,10,42,0,8.58,4.68,8,2.74
Women,Salwar,4999.0,10,43,1,2.74,4.37,4,8.32
Women,Salwar,4999.0,10,44,1,8.32,5.75,8,8.07
Women,Salwar,4999.0,11,45,1,8.07,6.93,11,7.32
Women,Salwar,4999.0,11,46,0,7.32,6.61,7,1.88
Women,Salwar,4999.0,11,47,0,1.88,6.4,6,3.94
Women,Salwar,4999.0,11,48,0,3.94,5.3,3,4.26
Women,Salwar,4999.0,12,49,0,4.26,4.35,3,4.69
Women,Salwar,4999.0,12,50,0,4.69,3.69,6,4.74
Women,Salwar,4999.0,12,51,1,4.74,4.41,8,10.87
Women,Salwar,4999.0,12,52,1,10.87,6.14,5,9.88
Women,Salwar,4999.0,1,1,0,9.88,7.54,5,5.84
Women,Salwar,4999.0,1,2,1,5.84,7.83,10,7.16
Women,Salwar,4999.0,1,3,0,7.16,8.43,11,5.94
Women,Salwar,4999.0,1,4,0,5.94,7.2,4,4.92
Women,Salwar,4999.0,1,5,0,4.92,5.96,9,5.41
Women,Salwar,4999.0,2,6,0,5.41,5.85,8,5.88
Women,Salwar,4999.0,2,7,0,5.88,5.54,11,4.61
Women,Salwar,4999.0,2,8,0,4.61,5.21,7,5.35
Women,Salwar,4999.0,2,9,0,5.35,5.32,4,6.68
Women,Salwar,4999.0,3,10,1,6.68,5.63,8,13.97
Women,Salwar,4999.0,3,11,0,13.97,7.65,9,5.17
Women,Salwar,4999.0,3,12,0,5.17,7.79,7,6.22
Women,Salwar,4999.0,3,13,0,6.22,8.01,14,5.39
Women,Salwar,4999.0,4,14,0,5.39,7.69,4,4.46
Women,Salwar,4999.0,4,15,1,4.46,5.31,5,14.04
Women,Salwar,4999.0,4,16,0,14.04,7.53,11,4.84
Women,Salwar,4999.0,4,17,0,4.84,7.18,9,7.88
Women,Salwar,4999.0,5,18,0,7.88,7.8,14,4.54
Women,Salwar,4999.0,5,19,0,4.54,7.82,12,6.51
Women,Salwar,4999.0,5,20,0,6.51,5.94,7,6.38
Women,Salwar,4999.0,5,21,0,6.38,6.33,5,5.07
Women,Salwar,4999.0,5,22,0,5.07,5.63,10,5.57
Women,Salwar,4999.0,6,23,0,5.57,5.88,10,4.91
Women,Salwar,4999.0,6,24,0,4.91,5.48,4,4.47
Women,Salwar,4999.0,6,25,0,4.47,5.01,5,5.37
Women,Salwar,4999.0,6,26,0,5.37,5.08,7,5.54
Women,Salwar,4999.0,7,27,0,5.54,5.07,3,4.27
Women,Salwar,4999.0,7,28,0,4.27,4.91,4,5.69
Women,Salwar,4999.0,7,29,0,5.69,5.22,10,4.74
Women,Salwar,4999.0,7,30,0,4.74,5.06,4,4.44
Women,Salwar,4999.0,7,31,0,4.44,4.78,8,4.36
Women,Salwar,4999.0,8,32,0,4.36,4.81,6,5.15
Women,Salwar,4999.0,8,33,1,5.15,4.67,6,7.93
Women,Salwar,4999.0,8,34,0,7.93,5.47,9,3.92
Women,Salwar,4999.0,8,35,0,3.92,5.34,3,4.84
Women,Salwar,4999.0,9,36,1,4.84,5.46,10,9.66
Women,Salwar,4999.0,9,37,0,9.66,6.59,6,4.5
Women,Salwar,4999.0,9,38,0,4.5,5.73,6,3.16
Women,Salwar,4999.0,9,39,0,3.16,5.54,4,5.05
Women,Salwar,4999.0,10,40,0,5.05,5.6,9,3.95
Women,Salwar,4999.0,10,41,1,3.95,4.17,4,7.67
Women,Salwar,4999.0,10,42,0,7.67,4.96,9,4.48
Women,Salwar,4999.0,10,43,1,4.48,5.29,6,8.3
Women,Salwar,4999.0,10,44,1,8.3,6.1,11,7.46
Women,Salwar,4999.0,11,45,1,7.46,6.98,9,10.06
Women,Salwar,4999.0,11,46,0,10.06,7.57,10,4.07
Women,Salwar,4999.0,11,47,0,4.07,7.47,10,4.27
Women,Salwar,4999.0,11,48,0,4.27,6.47,12,5.33
Women,Salwar,4999.0,12,49,0,5.33,5.94,10,5.01
Women,Salwar,4999.0,12,50,0,5.01,4.67,3,4.93
Women,Salwar,4999.0,12,51,0,4.93,4.89,7,4.29
Women,Salwar,4999.0,12,52,1,4.29,4.89,6,10.06
Women,Salwar,4999.0,1,1,0,10.06,6.07,6,5.2
Women,Salwar,4999.0,1,2,1,5.2,6.12,5,10.61
Women,Salwar,4999.0,1,3,1,10.61,7.54,10,10.09
Women,Salwar,4999.0,1,4,0,10.09,8.99,18,4.61
Women,Salwar,4999.0,1,5,0,4.61,7.63,10,6.15
Women,Salwar,4999.0,2,6,0,6.15,7.87,15,4.98
Women,Salwar,4999.0,2,7,0,4.98,6.46,5,5.53
Women,Salwar,4999.0,2,8,0,5.53,5.32,6,3.66
Women,Salwar,4999.0,2,9,0,3.66,5.08,7,6.39
Women,Salwar,4999.0,3,10,1,6.39,5.14,6,9.84
Women,Salwar,4999.0,3,11,0,9.84,6.36,11,6.16
Women,Salwar,4999.0,3,12,0,6.16,6.51,6,4.74
Women,Salwar,4999.0,3,13,0,4.74,6.78,6,5.64
Women,Salwar,4999.0,4,14,0,5.64,6.59,9,5.57
Women,Salwar,4999.0,4,15,1,5.57,5.53,3,10.02
Women,Salwar,4999.0,4,16,0,10.02,6.49,5,5.99
Women,Salwar,4999.0,4,17,0,5.99,6.81,12,4.53
Women,Salwar,4999.0,4,18,0,4.53,6.53,11,6.33
Women,Salwar,4999.0,5,19,0,6.33,6.72,6,6.32
Women,Salwar,4999.0,5,20,0,6.32,5.79,9,4.88
Women,Salwar,4999.0,5,21,0,4.88,5.52,4,6.59
Women,Salwar,4999.0,5,22,0,6.59,6.03,6,5.25
Women,Salwar,4999.0,6,23,0,5.25,5.76,10,4.49
Women,Salwar,4999.0,6,24,0,4.49,5.3,8,3.87
Women,Salwar,4999.0,6,25,0,3.87,5.05,5,2.89
Women,Salwar,4999.0,6,26,0,2.89,4.13,7,5.91
Women,Salwar,4999.0,7,27,0,5.91,4.29,2,4.33
Women,Lehenga,999.0,7,28,0,8.1,8.1,8,7.37
Women,Lehenga,999.0,7,29,0,7.37,7.92,7,7.09
Women,Lehenga,999.0,7,30,0,7.09,7.66,6,8.53
Women,Lehenga,999.0,8,31,0,8.53,7.77,10,7.81
Women,Lehenga,999.0,8,32,0,7.81,7.7,11,7.21
Women,Lehenga,999.0,8,33,1,7.21,7.66,14,9.11
Women,Lehenga,999.0,8,34,0,9.11,8.17,6,5.45
Women,Lehenga,999.0,8,35,0,5.45,7.39,5,8.34
Women,Lehenga,999.0,9,36,1,8.34,7.53,15,9.68
Women,Lehenga,999.0,9,37,0,9.68,8.14,9,7.08
Women,Lehenga,999.0,9,38,0,7.08,7.64,7,7.05
Women,Lehenga,999.0,9,39,0,7.05,8.04,10,5.28
Women,Lehenga,999.0,10,40,0,5.28,7.27,12,3.71
Women,Lehenga,999.0,10,41,1,3.71,5.78,5,10.93
Women,Lehenga,999.0,10,42,0,10.93,6.74,7,6.62
Women,Lehenga,999.0,10,43,1,6.62,6.63,5,13.42
Women,Lehenga,999.0,10,44,1,13.42,8.67,12,11.55
Women,Lehenga,999.0,11,45,1,11.55,10.63,6,11.13
Women,Lehenga,999.0,11,46,0,11.13,10.68,9,6.35
Women,Lehenga,999.0,11,47,0,6.35,10.61,19,6.75
Women,Lehenga,999.0,11,48,0,6.75,8.94,16,5.8
Women,Lehenga,999.0,12,49,0,5.8,7.51,13,8.05
Women,Lehenga,999.0,12,50,0,8.05,6.74,10,8.32
Women,Lehenga,999.0,12,51,1,8.32,7.23,9,16.66
Women,Lehenga,999.0,12,52,1,16.66,9.71,13,12.9
Women,Lehenga,999.0,1,1,0,12.9,11.48,21,7.44
Women,Lehenga,999.0,1,2,1,7.44,11.33,12,18.6
Women,Lehenga,999.0,1,3,0,18.6,13.9,21,8.76
Women,Lehenga,999.0,1,4,0,8.76,11.92,17,10.48
Women,Lehenga,999.0,1,5,0,10.48,11.32,9,10.46
Women,Lehenga,999.0,2,6,0,10.46,12.08,14,9.0
Women,Lehenga,999.0,2,7,0,9.0,9.68,10,8.37
Women,Lehenga,999.0,2,8,0,8.37,9.58,18,10.34
Women,Lehenga,999.0,2,9,0,10.34,9.55,10,10.62
Women,Lehenga,999.0,3,10,1,10.62,9.58,19,21.83
Women,Lehenga,999.0,3,11,0,21.83,12.79,25,9.86
Women,Lehenga,999.0,3,12,0,9.86,13.16,7,8.63
Women,Lehenga,999.0,3,13,0,8.63,12.73,22,10.36
Women,Lehenga,999.0,4,14,0,10.36,12.67,12,10.43
Women,Lehenga,999.0,4,15,1,10.43,9.82,14,21.36
Women,Lehenga,999.0,4,16,0,21.36,12.7,14,8.92
Women,Lehenga,999.0,4,17,0,8.92,12.77,24,6.86
Women,Lehenga,999.0,5,18,0,6.86,11.9,12,10.13
Women,Lehenga,999.0,5,19,0,10.13,11.82,18,7.32
Women,Lehenga,999.0,5,20,0,7.32,8.31,5,10.36
Women,Lehenga,999.0,5,21,0,10.36,8.67,7,9.3
Women,Lehenga,999.0,5,22,0,9.3,9.28,7,8.12
Women,Lehenga,999.0,6,23,0,8.12,8.78,11,10.53
Women,Lehenga,999.0,6,24,0,10.53,9.58,9,8.14
Women,Lehenga,999.0,6,25,0,8.14,9.02,15,8.61
Women,Lehenga,999.0,6,26,0,8.61,8.85,8,7.59
Women,Lehenga,999.0,7,27,0,7.59,8.71,13,8.09
Women,Lehenga,999.0,7,28,0,8.09,8.1,12,8.46
Women,Lehenga,999.0,7,29,0,8.46,8.19,10,7.14
Women,Lehenga,999.0,7,30,0,7.14,7.82,7,7.27
Women,Lehenga,999.0,7,31,0,7.27,7.74,12,8.14
Women,Lehenga,999.0,8,32,0,8.14,7.75,8,5.17
Women,Lehenga,999.0,8,33,1,5.17,6.93,8,15.72
Women,Lehenga,999.0,8,34,0,15.72,9.07,13,7.92
Women,Lehenga,999.0,8,35,0,7.92,9.24,11,5.71
Women,Lehenga,999.0,9,36,1,5.71,8.63,8,9.99
Women,Lehenga,999.0,9,37,0,9.99,9.83,6,5.33
Women,Lehenga,999.0,9,38,0,5.33,7.24,10,5.64
Women,Lehenga,999.0,9,39,0,5.64,6.67,11,5.36
Women,Lehenga,999.0,10,40,0,5.36,6.58,11,7.05
Women,Lehenga,999.0,10,41,1,7.05,5.85,12,12.73
Women,Lehenga,999.0,10,42,0,12.73,7.69,11,6.82
Women,Lehenga,999.0,10,43,1,6.82,7.99,6,15.04
Women,Lehenga,999.0,10,44,1,15.04,10.41,13,14.76
Women,Lehenga,999.0,11,45,1,14.76,12.34,19,16.72
Women,Lehenga,999.0,11,46,0,16.72,13.33,15,8.09
